Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	2326636	2328396	+	yejM	protein_coding	hypothetical sulphatase	SL1344_2205	90371.CY43_11965	S	Domain of unknown function (DUF3413)	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07014	-	-	-	-	ko00000	-	-	-	DUF3413,Sulfatase
gene	2328677	2329147	-	-	protein_coding	DNA polymerase V subunit	SL1344_2206	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2329846	2331675	+	oafA	protein_coding	hypothetical lipopolysaccharide modification acyltransferase	SL1344_2208															
gene	2331729	2332172	-	-	protein_coding	tail fiber assembly protein	SL1344_2209	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2333080	2334321	-	-	protein_coding	predicted bacteriophage protein	SL1344_2211	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2334382	2334900	-	-	protein_coding	bacteriophage prohead protease%2C HK97 family	SL1344_2212	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2335540	2336871	+	-	protein_coding	predicted bacteriophage protein	SL1344_2214	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2337283	2338272	-	-	protein_coding	predicted bacteriophage protein	SL1344_2216	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2338601	2340967	-	sspH2	protein_coding	Type III secretion system effector protein-E3 Ubiquitin ligase	SL1344_2217															
pseudogene	2341636	2342463	-	-	pseudogene	Putative bacteriophage tail fibre protein (pseudogene)	SL1344_2219	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
ncRNA_gene	2342448	2342729	+	-	ncRNA	ncRNA	IsrG	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2342730	2342933	+	-	protein_coding	homolog of virulence protein msgA	SL1344_2220	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2343125	2343688	-	-	protein_coding	exported protein	SL1344_2221	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2344418	2345065	+	narP	protein_coding	nitrate/nitrite response regulator protein NarP	SL1344_2222	90371.CY43_12060	K	Sigma-70, region 4	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K07685	ko02020,map02020	M00472	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
gene	2345109	2346152	-	ccmH2	protein_coding	cytochrome C-type biogenesis protein H2	SL1344_2223															
gene	2346149	2346706	-	ccmG2	protein_coding	cytochrome C-type biogenesis protein	SL1344_2223A															
gene	2346703	2348634	-	ccmF2	protein_coding	cytochrome C-type biogenesis protein	SL1344_2223B															
gene	2348631	2349110	-	ccmE2	protein_coding	protoheme transport protein	SL1344_2223C															
gene	2349107	2349280	-	ccmD2	protein_coding	protoheme transport protein	SL1344_2223D															
gene	2349316	2350062	-	ccmC2	protein_coding	protoheme transport protein	SL1344_2223E															
gene	2350105	2350761	-	ccmB2	protein_coding	protoheme transport protein B2	SL1344_2223F															
gene	2350761	2351378	-	ccmA2	protein_coding	protoheme transport protein	SL1344_2224															
gene	2351399	2352001	-	napC	protein_coding	cytochrome c-type protein NapC	SL1344_2225	90371.CY43_12105	C	NapC/NirT cytochrome c family, N-terminal region	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0022900,GO:0031224,GO:0044237,GO:0044425,GO:0044464,GO:0045333,GO:0055114,GO:0071944	-	ko:K02569	-	-	-	-	ko00000	-	-	iEcolC_1368.EcolC_1448	Cytochrom_NNT
gene	2352011	2352460	-	napB	protein_coding	cytochrome c-type protein NapB precursor	SL1344_2226	220341.16503483	C	Electron transfer subunit of the periplasmic nitrate reductase complex NapAB	GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0015980,GO:0044237,GO:0045333,GO:0055114	-	ko:K02568	ko00910,ko01120,map00910,map01120	M00529,M00530	R00798	RC02812	ko00000,ko00001,ko00002	-	-	iAF1260.b2203,iBWG_1329.BWG_1976,iE2348C_1286.E2348C_2347,iECDH10B_1368.ECDH10B_2360,iECDH1ME8569_1439.ECDH1ME8569_2138,iECED1_1282.ECED1_2668,iECH74115_1262.ECH74115_3340,iECIAI39_1322.ECIAI39_2341,iECNA114_1301.ECNA114_2295,iECOK1_1307.ECOK1_2437,iECP_1309.ECP_2244,iECS88_1305.ECS88_2350,iECSF_1327.ECSF_2084,iECSP_1301.ECSP_3082,iECUMN_1333.ECUMN_2538,iETEC_1333.ETEC_2337,iEcDH1_1363.EcDH1_1456,iEcolC_1368.EcolC_1447,iG2583_1286.G2583_2744,iJO1366.b2203,iLF82_1304.LF82_1453,iNRG857_1313.NRG857_11180,iSFV_1184.SFV_2279,iSF_1195.SF2287,iSFxv_1172.SFxv_2521,iS_1188.S2417,iUMN146_1321.UM146_05790,iY75_1357.Y75_RS11525	NapB
gene	2352576	2353445	-	napH	protein_coding	ferredoxin-type protein NapH	SL1344_2227	90371.CY43_12115	C	4Fe-4S binding domain	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02574	-	-	-	-	ko00000	-	-	iEcSMS35_1347.EcSMS35_2352	Fer4,Fer4_10,Fer4_5,Fer4_6
gene	2353432	2354127	-	napG	protein_coding	ferredoxin-type protein NapG	SL1344_2228	90371.CY43_12120	C	4Fe-4S binding domain	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02573	-	-	-	-	ko00000	-	-	-	Fer4,Fer4_4,Fer4_7
gene	2354134	2356620	-	napA	protein_coding	probable nitrate reductase	SL1344_2229	90371.CY43_12125	C	nitrate reductase (NAP). Only expressed at high levels during aerobic growth. NapAB complex receives electrons from the membrane-anchored tetraheme protein NapC	GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005623,GO:0006091,GO:0008150,GO:0008152,GO:0008940,GO:0009061,GO:0009325,GO:0009987,GO:0015980,GO:0016491,GO:0016651,GO:0016661,GO:0030151,GO:0030288,GO:0030313,GO:0031975,GO:0032991,GO:0042597,GO:0043167,GO:0043169,GO:0044237,GO:0044464,GO:0045333,GO:0046872,GO:0046914,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:1902494	-	ko:K02567	ko00910,ko01120,map00910,map01120	M00529,M00530	R00798,R01106	RC02812	ko00000,ko00001,ko00002,ko01000	-	-	iEC042_1314.EC042_2447,iECABU_c1320.ECABU_c25400,iECO103_1326.ECO103_2681,iECSE_1348.ECSE_2474,iECSF_1327.ECSF_2087,iECUMN_1333.ECUMN_2541,iEcHS_1320.EcHS_A2344,iEcolC_1368.EcolC_1444,iPC815.YPO3038,iSSON_1240.SSON_2264,ic_1306.c2745	Molybdop_Fe4S4,Molybdopterin,Molydop_binding,TAT_signal
gene	2356617	2356880	-	napD	protein_coding	hypothetical napAB assembly protein	SL1344_2230	220341.16503487	P	NapD protein	GO:0003674,GO:0005048,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0032879,GO:0032880,GO:0033218,GO:0042277,GO:0044424,GO:0044464,GO:0048519,GO:0050789,GO:0051049,GO:0051051,GO:0051223,GO:0051224,GO:0065007,GO:0070201,GO:0090087,GO:1904950	-	ko:K02570	-	-	-	-	ko00000	-	-	-	NapD
gene	2356870	2357361	-	napF	protein_coding	ferredoxin-type protein NapF	SL1344_2231	90371.CY43_12135	C	4Fe-4S dicluster domain	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0044424,GO:0044464,GO:0050896	-	ko:K02572	-	-	-	-	ko00000	-	-	-	Fer4,Fer4_4,Fer4_7,Fer4_9
gene	2357775	2358269	+	eco	protein_coding	Ecotin precursor.	SL1344_2232	90371.CY43_12140	M	General inhibitor of pancreatic serine proteases inhibits chymotrypsin, trypsin, elastases, factor X, kallikrein as well as a variety of other proteases	GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005575,GO:0005623,GO:0008150,GO:0009892,GO:0010466,GO:0010605,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030288,GO:0030313,GO:0030414,GO:0031323,GO:0031324,GO:0031975,GO:0032268,GO:0032269,GO:0042597,GO:0043086,GO:0044092,GO:0044464,GO:0045861,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090,GO:0098772	-	ko:K08276	-	-	-	-	ko00000	-	-	-	Ecotin
gene	2358478	2360121	-	yojI	protein_coding	hypothetical ABC transporter ATP-binding protein	SL1344_2233	90371.CY43_12145	P	ATPases associated with a variety of cellular activities	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0006810,GO:0008144,GO:0008150,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0017076,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042884,GO:0042886,GO:0042891,GO:0043167,GO:0043168,GO:0044425,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K06159,ko:K06160	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.113.2,3.A.1.113.3	-	-	ABC_membrane,ABC_tran
gene	2360197	2360847	-	alkB	protein_coding	AlkB protein	SL1344_2234	90371.CY43_12150	L	2OG-Fe(II) oxygenase superfamily	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008198,GO:0009451,GO:0009987,GO:0016070,GO:0016491,GO:0016705,GO:0016706,GO:0032451,GO:0033554,GO:0034641,GO:0035510,GO:0035511,GO:0035513,GO:0035515,GO:0035552,GO:0035553,GO:0042245,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043734,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044728,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051213,GO:0051716,GO:0055114,GO:0070579,GO:0070988,GO:0070989,GO:0071704,GO:0080111,GO:0090304,GO:0140098,GO:1901360	1.14.11.33	ko:K03919	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	2OG-FeII_Oxy_2
gene	2360850	2361911	-	ada	protein_coding	ADA regulatory protein	SL1344_2235	90371.CY43_12155	F	Metal binding domain of Ada	GO:0001130,GO:0003674,GO:0003700,GO:0003824,GO:0003908,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006355,GO:0006464,GO:0006479,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016740,GO:0016741,GO:0018125,GO:0018193,GO:0018198,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044728,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070988,GO:0071704,GO:0080090,GO:0080111,GO:0090304,GO:0140110,GO:1901360,GO:1901564,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	2.1.1.63	ko:K00567,ko:K10778	-	-	-	-	ko00000,ko01000,ko03000,ko03400	-	-	-	Ada_Zn_binding,DNA_binding_1,HTH_18,HTH_AraC,Methyltransf_1N
gene	2361992	2363044	-	apbE	protein_coding	thiamine biosynthesis protein	SL1344_2236	90371.CY43_12160	H	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009897,GO:0009986,GO:0009987,GO:0016020,GO:0016740,GO:0017013,GO:0019538,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031233,GO:0031237,GO:0031975,GO:0036094,GO:0036211,GO:0042597,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0071944,GO:0071949,GO:0097159,GO:0098552,GO:0098567,GO:1901265,GO:1901363,GO:1901564	2.7.1.180	ko:K03734	-	-	-	-	ko00000,ko01000	-	-	-	ApbE
gene	2363159	2364127	-	ompC	protein_coding	outer membrane protein C	SL1344_2237	90371.CY43_07790	M	Gram-negative porin	-	-	ko:K09475,ko:K09476,ko:K11929,ko:K14062,ko:K16076	ko01501,ko02020,map01501,map02020	M00746	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.1.1,1.B.1.1.1,1.B.1.1.2,1.B.1.1.3,1.B.1.1.4,1.B.1.1.5	-	-	Porin_1
gene	2365024	2367693	+	yojN	protein_coding	hypothetical two-component system sensor kinase	SL1344_2238															
gene	2367710	2368360	+	rcsB	protein_coding	regulator of capsule synthesis B component	SL1344_2239	637910.ROD_23501	K	Component of the Rcs signaling system, which controls transcription of numerous genes. RcsB is the response regulator that binds to regulatory DNA regions	GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001141,GO:0001216,GO:0001217,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031344,GO:0031346,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042710,GO:0043170,GO:0044010,GO:0044011,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0046677,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051703,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090605,GO:0090609,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	-	ko:K07687	ko02020,ko02026,map02020,map02026	M00474	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
gene	2368463	2371309	-	rcsC	protein_coding	sensor protein RcsC	SL1344_2240	90371.CY43_12180	T	Component of the Rcs signaling system, which controls transcription of numerous genes. RcsC functions as a membrane- associated protein kinase that phosphorylates RcsD in response to environmental signals. The phosphoryl group is then transferred to the response regulator RcsB	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009628,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0033554,GO:0035556,GO:0036211,GO:0042710,GO:0043170,GO:0043412,GO:0044010,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044764,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0065007,GO:0071214,GO:0071470,GO:0071704,GO:0071944,GO:0104004,GO:0140096,GO:1901564	2.7.13.3	ko:K07677	ko02020,ko02026,map02020,map02026	M00474	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,RcsC,Response_reg
gene	2371427	2374063	-	gyrA	protein_coding	DNA gyrase subunit A	SL1344_2241	90371.CY43_12185	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006265,GO:0006351,GO:0006725,GO:0006807,GO:0006996,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0018130,GO:0019438,GO:0032774,GO:0034335,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042493,GO:0042623,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097659,GO:0140097,GO:1901360,GO:1901362,GO:1901363,GO:1901576	5.99.1.3	ko:K02469	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
gene	2374473	2375675	-	-	protein_coding	hypothetical MR-MLE-family protein	SL1344_2242	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2375690	2377015	-	-	protein_coding	hypothetical transmembrane transpot protein	SL1344_2243	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2377254	2377949	+	-	protein_coding	hypothetical transcriptional regulator	SL1344_2244	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2378032	2378760	+	ubiG	protein_coding	3-demethylubiquinone-9 3-methyltransferase	SL1344_2245	90371.CY43_12205	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008289,GO:0008689,GO:0008757,GO:0009058,GO:0009108,GO:0009628,GO:0009651,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0042180,GO:0042181,GO:0042538,GO:0043167,GO:0043168,GO:0043431,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051186,GO:0051188,GO:0061542,GO:0071704,GO:1901576,GO:1901611,GO:1901661,GO:1901663	2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000	-	-	iE2348C_1286.E2348C_2376	Methyltransf_23
gene	2379116	2381401	+	nrdA	protein_coding	ribonucleoside-diphosphate reductase 1 alpha chain	SL1344_2246	90371.CY43_12210	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	GO:0000166,GO:0003674,GO:0003824,GO:0004748,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0015949,GO:0016491,GO:0016725,GO:0016728,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0055086,GO:0055114,GO:0061731,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990204	1.17.4.1	ko:K00525	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	iSDY_1059.SDY_2428	ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN
gene	2381514	2382644	+	nrdB	protein_coding	ribonucleoside-diphosphate reductase 1 beta chain	SL1344_2247	90371.CY43_12215	F	Ribonucleotide reductase, small chain	GO:0003674,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0015949,GO:0018130,GO:0019438,GO:0019637,GO:0032991,GO:0034641,GO:0034654,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990204	1.17.4.1	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	iAPECO1_1312.APECO1_4325	Ribonuc_red_sm
gene	2382900	2384090	-	-	protein_coding	hypothetical transmembrane transport protein	SL1344_2249	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2384252	2385130	+	-	protein_coding	hypothetical transcriptional regulator	SL1344_2250	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	2385246	2386316	-	glpQ	protein_coding	glycerophosphoryl diester phosphodiesterase periplasmic precursor	SL1344_2251	90371.CY43_12235	M	Glycerophosphoryl diester phosphodiesterase family	GO:0003674,GO:0003824,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0008081,GO:0008889,GO:0009279,GO:0016020,GO:0016787,GO:0016788,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0042578,GO:0042597,GO:0043167,GO:0043169,GO:0044462,GO:0044464,GO:0046872,GO:0071944	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	iECNA114_1301.ECNA114_2331,iECSF_1327.ECSF_2119	GDPD
gene	2386321	2387679	-	glpT	protein_coding	glycerol-3-phosphate transporter	SL1344_2252	90371.CY43_12240	G	Major Facilitator Superfamily	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0008643,GO:0015075,GO:0015103,GO:0015114,GO:0015144,GO:0015166,GO:0015168,GO:0015291,GO:0015297,GO:0015301,GO:0015315,GO:0015318,GO:0015527,GO:0015698,GO:0015711,GO:0015748,GO:0015791,GO:0015793,GO:0015794,GO:0015850,GO:0016020,GO:0022804,GO:0022857,GO:0034219,GO:0034220,GO:0035435,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:0099516,GO:1901264,GO:1901618	-	ko:K02445	-	-	-	-	ko00000,ko02000	2.A.1.4.3	-	iECH74115_1262.ECH74115_3377,iECIAI39_1322.ECIAI39_2383,iECSP_1301.ECSP_3115,iECs_1301.ECs3125,iEcSMS35_1347.EcSMS35_2392,iG2583_1286.G2583_2780,iSFV_1184.SFV_2312,iZ_1308.Z3498	MFS_1
